brand;country;currency;customers_per_day;outlet_id;week_id;weekday;sales_per_day
MediaMarkt;germany;EURO;404.0;52.0;17.0;tue;50226.19
MediaMarkt;germany;EURO;311.0;52.0;15.0;mon;58693.91
Saturn;germany;EURO;560.0;86.0;52.0;mon;59882.58
MediaMarkt;germany;EURO;2334.0;59.0;34.0;sat;67217.92
MediaMarkt;germany;EURO;1700.0;59.0;34.0;fri;68229.04
MediaMarkt;greece;EURO;348.0;255.0;11.0;tue;48066.42
MediaMarkt;italy;EURO;349.0;551.0;3.0;thu;54408.27
MediaMarkt;austria;EURO;540.0;399.0;22.0;tue;58115.38
MediaMarkt;spain;EURO;1792.0;164.0;30.0;sat;68666.11
MediaMarkt;germany;EURO;2442.0;95.0;17.0;sat;65307.57
Saturn;spain;EURO;0.0;187.0;39.0;sun;0.0
MediaMarkt;germany;EURO;2059.0;59.0;8.0;sat;64392.12
MediaMarkt;netherlands;EURO;321.0;652.0;19.0;tue;53810.74
MediaMarkt;spain;EURO;1696.0;164.0;13.0;fri;58988.54
MediaMarkt;germany;EURO;597.0;56.0;30.0;tue;55187.88
MediaMarkt;netherlands;EURO;252.0;694.0;9.0;mon;50858.99
Saturn;germany;EURO;645.0;81.0;19.0;tue;50125.49
MediaMarkt;germany;EURO;624.0;79.0;14.0;thu;59141.95
MediaMarkt;germany;EURO;2726.0;97.0;41.0;sat;72959.32
Saturn;greece;EURO;0.0;298.0;51.0;sun;0.0
Saturn;spain;EURO;1853.0;108.0;32.0;fri;55768.46
MediaMarkt;germany;EURO;2518.0;79.0;20.0;sat;70328.46
MediaMarkt;netherlands;EURO;1965.0;652.0;23.0;fri;59088.2
MediaMarkt;italy;EURO;340.0;551.0;45.0;tue;48497.24
MediaMarkt;italy;EURO;2069.0;598.0;30.0;fri;57825.23
Saturn;italy;EURO;498.0;582.0;12.0;thu;51556.58
Saturn;germany;EURO;362.0;17.0;38.0;tue;52498.56
MediaMarkt;austria;EURO;2410.0;339.0;51.0;fri;67573.77
MediaMarkt;germany;EURO;0.0;14.0;16.0;sun;0.0
MediaMarkt;greece;EURO;0.0;234.0;21.0;sun;0.0
Saturn;italy;EURO;316.0;588.0;19.0;tue;53076.19
Saturn;austria;EURO;1601.0;301.0;8.0;sat;65345.27
MediaMarkt;netherlands;EURO;470.0;608.0;22.0;tue;50475.9
MediaMarkt;netherlands;EURO;1110.0;652.0;22.0;wed;64106.94
MediaMarkt;austria;EURO;1553.0;399.0;31.0;sat;68194.64
MediaMarkt;italy;EURO;1315.0;598.0;39.0;wed;62281.16
MediaMarkt;netherlands;EURO;470.0;645.0;30.0;thu;57725.7
MediaMarkt;germany;EURO;390.0;95.0;43.0;thu;58753.03
MediaMarkt;greece;EURO;374.0;240.0;40.0;tue;51528.58
Saturn;germany;EURO;1666.0;81.0;45.0;sat;62331.6
MediaMarkt;italy;EURO;1569.0;509.0;34.0;wed;64079.4
MediaMarkt;austria;EURO;389.0;339.0;37.0;mon;59041.31
MediaMarkt;italy;EURO;1242.0;551.0;23.0;wed;63740.91
Saturn;spain;EURO;499.0;187.0;17.0;tue;52841.2
Saturn;austria;EURO;1390.0;301.0;36.0;fri;55296.9
MediaMarkt;greece;EURO;362.0;234.0;44.0;tue;52831.05
MediaMarkt;germany;EURO;317.0;79.0;34.0;tue;51703.57
Saturn;austria;EURO;0.0;301.0;15.0;sun;0.0
MediaMarkt;germany;EURO;395.0;14.0;7.0;tue;49106.28
MediaMarkt;switzerland;CHF;632.0;421.0;2.0;thu;64292.75
MediaMarkt;germany;EURO;1764.0;14.0;30.0;fri;62268.42
MediaMarkt;germany;EURO;916.0;79.0;38.0;wed;62178.42
Saturn;greece;EURO;544.0;251.0;43.0;thu;64799.69
MediaMarkt;germany;EURO;2199.0;14.0;24.0;sat;77040.22
MediaMarkt;germany;EURO;2329.0;79.0;29.0;sat;74323.23
MediaMarkt;italy;EURO;0.0;509.0;12.0;sun;0.0
MediaMarkt;spain;EURO;1499.0;164.0;22.0;sat;65501.64
MediaMarkt;spain;EURO;576.0;100.0;16.0;tue;56639.66
MediaMarkt;spain;EURO;1930.0;164.0;28.0;sat;65210.34
MediaMarkt;germany;EURO;1895.0;99.0;26.0;sat;64718.0
MediaMarkt;greece;EURO;2672.0;240.0;33.0;sat;71698.89
Saturn;greece;EURO;2446.0;251.0;22.0;sat;73055.76
Saturn;germany;EURO;0.0;17.0;39.0;sun;0.0
MediaMarkt;netherlands;EURO;0.0;645.0;9.0;sun;0.0
Saturn;italy;EURO;0.0;582.0;36.0;sun;0.0
MediaMarkt;germany;EURO;1564.0;97.0;46.0;wed;71393.61
Saturn;germany;EURO;479.0;17.0;32.0;thu;59011.86
Saturn;germany;EURO;1890.0;86.0;44.0;fri;58831.45
MediaMarkt;spain;EURO;1644.0;164.0;23.0;fri;48319.17
MediaMarkt;germany;EURO;1491.0;56.0;5.0;fri;59076.78
MediaMarkt;germany;EURO;1179.0;95.0;27.0;fri;51395.31
MediaMarkt;italy;EURO;322.0;509.0;23.0;mon;61716.24
Saturn;germany;EURO;446.0;86.0;30.0;tue;54241.01
MediaMarkt;germany;EURO;0.0;14.0;46.0;sun;0.0
MediaMarkt;netherlands;EURO;2089.0;608.0;51.0;sat;68119.91
Saturn;netherlands;EURO;316.0;601.0;13.0;mon;56300.98
MediaMarkt;germany;EURO;2019.0;56.0;22.0;sat;74062.75
Saturn;greece;EURO;1869.0;298.0;44.0;fri;55536.74
Saturn;spain;EURO;1606.0;112.0;52.0;wed;60154.64
Saturn;netherlands;EURO;365.0;698.0;32.0;tue;59130.11
MediaMarkt;greece;EURO;0.0;255.0;7.0;sun;0.0
MediaMarkt;greece;EURO;0.0;255.0;3.0;sun;0.0
Saturn;greece;EURO;1662.0;251.0;36.0;sat;70142.4
Saturn;germany;EURO;0.0;51.0;10.0;sun;0.0
Saturn;italy;EURO;825.0;588.0;50.0;tue;48659.26
Saturn;spain;EURO;0.0;108.0;2.0;sun;0.0
MediaMarkt;greece;EURO;0.0;255.0;9.0;sun;0.0
MediaMarkt;spain;EURO;0.0;164.0;48.0;sun;0.0
MediaMarkt;netherlands;EURO;1586.0;694.0;29.0;sat;59035.11
Saturn;spain;EURO;1105.0;112.0;46.0;wed;53817.64
MediaMarkt;germany;EURO;0.0;97.0;39.0;sun;0.0
MediaMarkt;spain;EURO;490.0;100.0;28.0;tue;54620.37
Saturn;italy;EURO;954.0;582.0;7.0;wed;58837.59
Saturn;spain;EURO;0.0;187.0;2.0;sun;0.0
Saturn;spain;EURO;2965.0;108.0;52.0;fri;64136.23
MediaMarkt;spain;EURO;3129.0;106.0;6.0;sat;74729.89
MediaMarkt;switzerland;CHF;1916.0;477.0;10.0;sat;62470.84
MediaMarkt;greece;EURO;1570.0;240.0;38.0;sat;71119.3
MediaMarkt;greece;EURO;0.0;222.0;3.0;sun;0.0
Saturn;italy;EURO;803.0;588.0;15.0;wed;61096.97
MediaMarkt;switzerland;CHF;609.0;408.0;47.0;tue;59338.49
MediaMarkt;netherlands;EURO;0.0;652.0;40.0;sun;0.0
Saturn;spain;EURO;1401.0;112.0;6.0;wed;58984.46
MediaMarkt;italy;EURO;0.0;555.0;11.0;sun;0.0
Saturn;netherlands;EURO;425.0;601.0;50.0;mon;58357.01
MediaMarkt;austria;EURO;529.0;342.0;40.0;tue;62994.03
MediaMarkt;germany;EURO;471.0;14.0;10.0;tue;50210.59
MediaMarkt;switzerland;CHF;2107.0;421.0;10.0;sat;72175.54
MediaMarkt;italy;EURO;324.0;530.0;17.0;mon;51618.52
MediaMarkt;germany;EURO;593.0;70.0;8.0;tue;51288.86
MediaMarkt;germany;EURO;564.0;52.0;25.0;thu;62399.94
MediaMarkt;italy;EURO;0.0;530.0;41.0;sun;0.0
MediaMarkt;italy;EURO;356.0;598.0;41.0;tue;52785.97
MediaMarkt;germany;EURO;2207.0;56.0;-999999.0;sat;66983.66
MediaMarkt;spain;EURO;643.0;100.0;11.0;tue;56010.32
MediaMarkt;austria;EURO;2402.0;339.0;23.0;fri;58044.26
MediaMarkt;switzerland;CHF;0.0;477.0;41.0;sun;0.0
MediaMarkt;germany;EURO;2714.0;70.0;50.0;fri;62634.12
Saturn;netherlands;EURO;2496.0;698.0;38.0;fri;59825.84
MediaMarkt;austria;EURO;356.0;334.0;37.0;thu;59843.27
Saturn;germany;EURO;359.0;51.0;3.0;tue;55487.48
MediaMarkt;italy;EURO;1343.0;530.0;21.0;fri;54595.52
MediaMarkt;netherlands;EURO;1678.0;608.0;12.0;fri;54046.23
MediaMarkt;germany;EURO;543.0;74.0;6.0;tue;51108.54
Saturn;austria;EURO;1495.0;333.0;35.0;wed;65482.59
MediaMarkt;germany;EURO;448.0;70.0;33.0;tue;60512.47
MediaMarkt;germany;EURO;2003.0;52.0;37.0;sat;63399.3
MediaMarkt;italy;EURO;1178.0;598.0;38.0;wed;67482.43
MediaMarkt;spain;EURO;285.0;106.0;24.0;mon;52956.86
MediaMarkt;italy;EURO;872.0;598.0;51.0;thu;64694.03
MediaMarkt;germany;EURO;3258.0;99.0;50.0;fri;77493.68
MediaMarkt;germany;EURO;0.0;52.0;3.0;sun;0.0
MediaMarkt;austria;EURO;188.0;363.0;15.0;mon;52528.85
Saturn;germany;EURO;605.0;51.0;43.0;tue;55677.7
MediaMarkt;austria;N/A;218.0;363.0;16.0;mon;47647.62
Saturn;germany;EURO;2099.0;86.0;6.0;sat;78658.54
MediaMarkt;italy;EURO;1169.0;555.0;13.0;wed;63954.57
MediaMarkt;greece;EURO;1398.0;255.0;44.0;wed;62318.8
Saturn;spain;EURO;379.0;112.0;32.0;mon;61372.3
Saturn;spain;EURO;1309.0;187.0;23.0;wed;59215.47
MediaMarkt;italy;EURO;0.0;555.0;39.0;sun;0.0
MediaMarkt;greece;EURO;1837.0;255.0;43.0;fri;56589.45
MediaMarkt;germany;EURO;472.0;79.0;49.0;mon;52631.22
MediaMarkt;netherlands;EURO;0.0;652.0;23.0;sun;0.0
MediaMarkt;germany;EURO;324.0;52.0;50.0;mon;55330.19
Saturn;spain;EURO;1268.0;108.0;23.0;wed;59655.3
MediaMarkt;germany;EURO;318.0;59.0;29.0;thu;53930.64
MediaMarkt;italy;EURO;2291.0;555.0;50.0;sat;73124.21
MediaMarkt;netherlands;EURO;580.0;652.0;51.0;mon;52317.13
Saturn;germany;EURO;1502.0;86.0;15.0;fri;52757.48
Saturn;spain;EURO;2476.0;112.0;47.0;sat;71239.38
MediaMarkt;austria;EURO;309.0;399.0;31.0;mon;56567.44
Saturn;greece;EURO;1394.0;251.0;14.0;wed;64970.7
Saturn;spain;EURO;354.0;108.0;3.0;tue;49851.84
MediaMarkt;greece;EURO;320.0;234.0;39.0;thu;69688.95
MediaMarkt;switzerland;CHF;276.0;408.0;36.0;thu;59990.52
MediaMarkt;austria;EURO;572.0;363.0;28.0;tue;50832.15
MediaMarkt;germany;EURO;2078.0;97.0;30.0;sat;74664.8
MediaMarkt;italy;EURO;366.0;530.0;5.0;thu;51146.16
Saturn;netherlands;EURO;2208.0;698.0;42.0;sat;68108.77
MediaMarkt;switzerland;CHF;353.0;408.0;42.0;mon;51007.63
MediaMarkt;germany;EURO;536.0;56.0;48.0;tue;57024.58
MediaMarkt;austria;EURO;813.0;342.0;51.0;thu;61223.47
Saturn;spain;EURO;1647.0;108.0;7.0;sat;63583.61
MediaMarkt;austria;EURO;1471.0;342.0;45.0;fri;64581.91
MediaMarkt;netherlands;EURO;0.0;645.0;35.0;sun;0.0
Saturn;germany;EURO;1670.0;17.0;29.0;sat;70785.4
MediaMarkt;italy;EURO;2016.0;509.0;46.0;sat;60306.28
MediaMarkt;germany;EURO;347.0;99.0;40.0;tue;58405.04
MediaMarkt;germany;EURO;879.0;95.0;16.0;wed;62539.92
Saturn;netherlands;EURO;2285.0;698.0;12.0;sat;63097.07
MediaMarkt;germany;EURO;1347.0;70.0;18.0;fri;53963.2
MediaMarkt;italy;EURO;416.0;555.0;30.0;tue;47092.73
Saturn;germany;EURO;374.0;51.0;41.0;thu;59717.78
MediaMarkt;spain;EURO;493.0;142.0;7.0;tue;36881.67
Saturn;germany;EURO;0.0;51.0;30.0;sun;0.0
MediaMarkt;germany;EURO;363.0;59.0;8.0;thu;50879.36
MediaMarkt;germany;EURO;1221.0;97.0;29.0;wed;63694.47
MediaMarkt;switzerland;CHF;1692.0;421.0;21.0;sat;71492.11
MediaMarkt;germany;EURO;0.0;97.0;35.0;sun;0.0
MediaMarkt;spain;EURO;322.0;142.0;9.0;tue;42964.78
MediaMarkt;netherlands;EURO;2286.0;608.0;15.0;sat;66319.36
MediaMarkt;germany;EURO;290.0;56.0;3.0;tue;48874.56
MediaMarkt;germany;EURO;0.0;74.0;34.0;sun;0.0
MediaMarkt;italy;EURO;2404.0;555.0;30.0;sat;70002.55
MediaMarkt;switzerland;CHF;2479.0;477.0;14.0;sat;74283.34
MediaMarkt;switzerland;CHF;0.0;408.0;17.0;sun;0.0
MediaMarkt;austria;EURO;1561.0;342.0;25.0;fri;50757.59
MediaMarkt;greece;EURO;0.0;234.0;11.0;sun;0.0
MediaMarkt;spain;EURO;327.0;164.0;41.0;tue;49164.48
Saturn;italy;EURO;600.0;582.0;7.0;tue;54534.73
Saturn;germany;EURO;1461.0;51.0;17.0;fri;50718.95
;germany;EURO;0.0;52.0;4.0;sun;0.0
MediaMarkt;switzerland;CHF;941.0;421.0;16.0;wed;62026.3
MediaMarkt;austria;EURO;338.0;339.0;22.0;mon;48043.03
Saturn;netherlands;EURO;844.0;601.0;47.0;tue;54791.76
MediaMarkt;greece;EURO;1519.0;240.0;20.0;fri;56819.07
Saturn;italy;EURO;579.0;588.0;8.0;tue;47068.67
MediaMarkt;germany;EURO;0.0;70.0;5.0;sun;0.0
Saturn;austria;EURO;272.0;333.0;31.0;mon;58143.17
Saturn;greece;EURO;240.0;298.0;12.0;mon;40349.26
MediaMarkt;spain;EURO;512.0;106.0;17.0;thu;60978.65
Saturn;netherlands;EURO;1951.0;601.0;13.0;sat;68651.99
MediaMarkt;germany;EURO;419.0;56.0;29.0;tue;54379.06
Saturn;austria;EURO;0.0;333.0;11.0;sun;0.0
MediaMarkt;germany;EURO;781.0;95.0;42.0;wed;59848.41
Saturn;netherlands;EURO;0.0;698.0;3.0;sun;0.0
MediaMarkt;spain;EURO;2207.0;100.0;9.0;fri;56197.54
MediaMarkt;germany;EURO;1237.0;79.0;25.0;fri;59662.12
MediaMarkt;netherlands;EURO;267.0;645.0;35.0;mon;59392.56
MediaMarkt;greece;EURO;285.0;240.0;3.0;thu;54017.47
MediaMarkt;germany;EURO;211.0;97.0;19.0;mon;53155.22
MediaMarkt;switzerland;CHF;0.0;408.0;19.0;sun;0.0
Saturn;spain;EURO;0.0;108.0;27.0;sun;0.0
Saturn;netherlands;EURO;1980.0;698.0;45.0;sat;73923.65
Saturn;germany;EURO;0.0;86.0;34.0;sun;0.0
MediaMarkt;germany;EURO;858.0;79.0;47.0;;52597.72
MediaMarkt;spain;EURO;1962.0;106.0;4.0;fri;56833.57
MediaMarkt;germany;EURO;1507.0;99.0;6.0;fri;52759.22
MediaMarkt;austria;EURO;1828.0;363.0;27.0;sat;69698.06
MediaMarkt;netherlands;EURO;425.0;652.0;4.0;tue;47567.13
MediaMarkt;spain;EURO;1230.0;142.0;6.0;fri;49906.52
MediaMarkt;austria;EURO;248.0;342.0;40.0;mon;58874.18
Saturn;italy;EURO;1150.0;588.0;28.0;fri;53558.94
MediaMarkt;germany;EURO;1858.0;97.0;39.0;sat;69086.31
Saturn;germany;EURO;388.0;17.0;43.0;mon;58978.13
Saturn;greece;EURO;500.0;298.0;35.0;thu;58010.79
MediaMarkt;germany;EURO;471.0;70.0;18.0;tue;53949.6
Saturn;netherlands;EURO;0.0;601.0;36.0;sun;0.0
MediaMarkt;germany;EURO;1855.0;56.0;12.0;fri;56700.63
MediaMarkt;netherlands;EURO;1546.0;694.0;24.0;wed;57044.59
MediaMarkt;spain;EURO;2561.0;164.0;4.0;sat;70791.72
Saturn;germany;EURO;384.0;81.0;22.0;tue;50614.38
MediaMarkt;italy;EURO;2111.0;530.0;-999999.0;fri;57913.99
MediaMarkt;austria;EURO;1207.0;334.0;41.0;fri;60813.93
MediaMarkt;germany;EURO;0.0;74.0;17.0;sun;0.0
MediaMarkt;germany;EURO;1581.0;14.0;32.0;wed;58726.23
MediaMarkt;germany;EURO;0.0;56.0;6.0;sun;0.0
MediaMarkt;netherlands;EURO;2022.0;694.0;28.0;fri;58260.47
Saturn;spain;EURO;2913.0;187.0;14.0;sat;76073.49
MediaMarkt;italy;EURO;3039.0;551.0;52.0;sat;81492.29
Saturn;spain;EURO;446.0;108.0;32.0;tue;50153.7
Saturn;spain;EURO;393.0;108.0;20.0;tue;55167.26
MediaMarkt;greece;EURO;917.0;234.0;5.0;wed;61740.06
MediaMarkt;austria;EURO;368.0;399.0;15.0;thu;57299.94
MediaMarkt;germany;EURO;580.0;70.0;13.0;thu;54163.84
MediaMarkt;germany;EURO;1524.0;99.0;45.0;fri;57831.16
MediaMarkt;greece;EURO;1181.0;234.0;20.0;wed;67789.94
MediaMarkt;netherlands;EURO;1109.0;645.0;12.0;wed;58997.37
MediaMarkt;germany;EURO;1327.0;79.0;27.0;wed;67418.55
Saturn;austria;EURO;2270.0;301.0;43.0;sat;76259.07
MediaMarkt;italy;EURO;587.0;598.0;3.0;tue;56785.41
Saturn;germany;EURO;195.0;81.0;33.0;mon;55657.4
MediaMarkt;greece;EURO;335.0;222.0;17.0;mon;49909.88
MediaMarkt;spain;EURO;362.0;164.0;28.0;mon;58222.03
MediaMarkt;italy;EURO;1316.0;509.0;8.0;wed;58135.32
MediaMarkt;switzerland;CHF;552.0;408.0;45.0;tue;53036.05
MediaMarkt;austria;EURO;865.0;399.0;17.0;wed;60279.93
MediaMarkt;italy;EURO;2241.0;598.0;31.0;fri;64885.88
MediaMarkt;switzerland;CHF;2250.0;477.0;51.0;wed;69069.92
Saturn;spain;EURO;1882.0;108.0;37.0;sat;68685.42
Saturn;spain;EURO;203.0;108.0;29.0;mon;53438.39
Saturn;spain;EURO;565.0;108.0;9.0;tue;55654.19
MediaMarkt;netherlands;EURO;1268.0;694.0;39.0;wed;65715.51
Saturn;germany;EURO;509.0;17.0;10.0;thu;53882.45
Saturn;spain;EURO;0.0;112.0;47.0;sun;0.0
Saturn;germany;EURO;1739.0;81.0;9.0;sat;66145.7
MediaMarkt;germany;EURO;1814.0;99.0;2.0;fri;56374.15
Saturn;italy;EURO;324.0;588.0;33.0;thu;51979.22
MediaMarkt;germany;EURO;0.0;56.0;50.0;sun;0.0
MediaMarkt;greece;EURO;0.0;255.0;15.0;sun;0.0
Saturn;spain;EURO;419.0;187.0;34.0;thu;53812.36
MediaMarkt;italy;EURO;0.0;555.0;50.0;sun;0.0
Saturn;netherlands;EURO;1024.0;698.0;21.0;wed;65095.54
MediaMarkt;germany;EURO;1317.0;14.0;40.0;fri;53852.16
MediaMarkt;germany;EURO;0.0;74.0;43.0;sun;0.0
Saturn;spain;EURO;1564.0;187.0;15.0;fri;59950.28
MediaMarkt;greece;EURO;0.0;234.0;48.0;sun;0.0
MediaMarkt;italy;EURO;1248.0;509.0;4.0;wed;62533.13
MediaMarkt;germany;EURO;582.0;56.0;39.0;thu;52949.37
MediaMarkt;spain;EURO;1713.0;164.0;8.0;fri;51617.39
Saturn;spain;EURO;367.0;108.0;7.0;thu;52194.76
MediaMarkt;switzerland;CHF;1244.0;477.0;30.0;wed;59850.11
Saturn;greece;EURO;535.0;298.0;30.0;thu;63102.57
MediaMarkt;italy;EURO;326.0;598.0;13.0;mon;52902.71
MediaMarkt;greece;EURO;1554.0;240.0;24.0;wed;60303.71
Saturn;germany;EURO;2245.0;51.0;37.0;sat;74642.22
MediaMarkt;spain;EURO;367.0;106.0;48.0;mon;54999.54
MediaMarkt;germany;EURO;3170.0;74.0;6.0;sat;81635.0
MediaMarkt;austria;EURO;407.0;342.0;32.0;tue;51618.7
MediaMarkt;italy;EURO;396.0;555.0;35.0;tue;49693.98
MediaMarkt;italy;EURO;0.0;509.0;49.0;sun;0.0
MediaMarkt;greece;EURO;467.0;222.0;4.0;tue;53645.62
MediaMarkt;netherlands;EURO;1769.0;645.0;37.0;fri;57784.94
MediaMarkt;austria;EURO;560.0;363.0;24.0;tue;48664.57
Saturn;netherlands;EURO;243.0;698.0;16.0;mon;55336.97
MediaMarkt;italy;EURO;861.0;598.0;47.0;thu;61572.61
MediaMarkt;greece;EURO;641.0;234.0;38.0;tue;56006.02
Saturn;germany;EURO;204.0;17.0;38.0;mon;48318.69
MediaMarkt;italy;EURO;1103.0;509.0;40.0;wed;64424.85
MediaMarkt;netherlands;EURO;456.0;645.0;41.0;tue;49236.05
Saturn;italy;EURO;448.0;582.0;39.0;tue;51072.75
Saturn;italy;EURO;0.0;582.0;10.0;sun;0.0
MediaMarkt;spain;EURO;374.0;106.0;37.0;thu;57113.29
MediaMarkt;germany;EURO;254.0;70.0;16.0;mon;56732.53
Saturn;greece;EURO;1443.0;298.0;19.0;wed;55013.09
Saturn;greece;EURO;430.0;251.0;14.0;tue;56444.58
MediaMarkt;switzerland;CHF;1792.0;477.0;6.0;sat;66618.62
MediaMarkt;germany;EURO;2365.0;52.0;18.0;sat;67928.17
MediaMarkt;spain;EURO;2385.0;164.0;14.0;fri;59506.5
MediaMarkt;greece;EURO;593.0;234.0;42.0;thu;59200.4
MediaMarkt;germany;EURO;348.0;74.0;40.0;thu;63192.32
Saturn;germany;EURO;2023.0;81.0;52.0;fri;68343.8
MediaMarkt;germany;EURO;376.0;79.0;2.0;thu;61268.77
MediaMarkt;netherlands;EURO;377.0;652.0;33.0;thu;55371.76
Saturn;italy;EURO;0.0;582.0;28.0;sun;0.0
Saturn;germany;EURO;322.0;17.0;27.0;mon;57598.24
Saturn;spain;EURO;1568.0;112.0;46.0;sat;67868.18
MediaMarkt;italy;EURO;0.0;598.0;27.0;sun;0.0
MediaMarkt;greece;EURO;2865.0;255.0;49.0;sat;81838.55
MediaMarkt;greece;EURO;600.0;255.0;13.0;tue;51387.8
Saturn;netherlands;EURO;964.0;698.0;36.0;wed;57009.11
Saturn;italy;EURO;1382.0;588.0;35.0;fri;51149.93
MediaMarkt;netherlands;EURO;438.0;645.0;5.0;thu;47117.45
MediaMarkt;spain;EURO;731.0;100.0;47.0;tue;58456.1
Saturn;netherlands;EURO;0.0;698.0;39.0;sun;0.0
MediaMarkt;austria;EURO;1814.0;342.0;36.0;fri;56228.5
MediaMarkt;spain;EURO;269.0;100.0;31.0;mon;50648.22
Saturn;spain;EURO;240.0;108.0;43.0;mon;53684.71
MediaMarkt;germany;EURO;0.0;59.0;15.0;sun;0.0
MediaMarkt;germany;EURO;0.0;70.0;30.0;sun;0.0
MediaMarkt;germany;EURO;2116.0;59.0;50.0;wed;71331.79
MediaMarkt;germany;EURO;0.0;59.0;12.0;sun;0.0
Saturn;netherlands;EURO;1098.0;698.0;2.0;wed;54704.17
MediaMarkt;italy;EURO;1365.0;509.0;42.0;wed;57473.6
Saturn;germany;EURO;1647.0;86.0;42.0;sat;70254.85
MediaMarkt;greece;EURO;1705.0;240.0;10.0;sat;71670.98
MediaMarkt;austria;EURO;0.0;363.0;17.0;sun;0.0
MediaMarkt;netherlands;EURO;383.0;645.0;26.0;tue;52326.6
Saturn;greece;EURO;1375.0;298.0;29.0;wed;67106.59
Saturn;germany;EURO;425.0;81.0;7.0;thu;58274.81
MediaMarkt;germany;EURO;1525.0;99.0;16.0;wed;68690.87
MediaMarkt;germany;EURO;1737.0;99.0;6.0;sat;72468.4
Saturn;greece;EURO;352.0;251.0;26.0;tue;50379.24
MediaMarkt;germany;EURO;522.0;97.0;48.0;mon;49143.6
MediaMarkt;austria;EURO;0.0;339.0;27.0;sun;0.0
MediaMarkt;spain;EURO;1307.0;164.0;23.0;wed;65551.29
Saturn;greece;EURO;410.0;251.0;11.0;tue;51273.69
MediaMarkt;greece;EURO;506.0;255.0;6.0;tue;54153.43
Saturn;netherlands;EURO;855.0;601.0;49.0;thu;67451.58
Saturn;spain;EURO;508.0;187.0;2.0;thu;56004.22
MediaMarkt;germany;EURO;1838.0;59.0;12.0;fri;62124.25
MediaMarkt;austria;EURO;280.0;399.0;42.0;mon;59865.39
MediaMarkt;netherlands;EURO;1480.0;694.0;2.0;fri;57009.15
MediaMarkt;greece;EURO;207.0;234.0;8.0;mon;56602.87
MediaMarkt;switzerland;CHF;353.0;421.0;20.0;thu;56763.13
MediaMarkt;switzerland;CHF;1265.0;477.0;28.0;wed;59606.41
MediaMarkt;italy;EURO;1930.0;509.0;47.0;wed;67447.27
MediaMarkt;austria;EURO;1717.0;334.0;44.0;wed;65287.83
MediaMarkt;netherlands;EURO;2005.0;652.0;19.0;fri;57982.87
Saturn;spain;EURO;400.0;108.0;44.0;thu;57617.08
MediaMarkt;austria;EURO;353.0;334.0;52.0;mon;53806.02
MediaMarkt;switzerland;CHF;0.0;477.0;25.0;sun;0.0
Saturn;italy;EURO;484.0;588.0;48.0;N/A;50171.62
Saturn;germany;EURO;492.0;51.0;13.0;tue;51985.17
Saturn;germany;EURO;806.0;86.0;52.0;tue;47770.59
MediaMarkt;italy;EURO;3368.0;598.0;48.0;fri;70821.35
Saturn;greece;EURO;2019.0;298.0;3.0;fri;64703.65
MediaMarkt;spain;EURO;359.0;106.0;45.0;mon;58577.04
MediaMarkt;greece;EURO;1404.0;234.0;11.0;wed;55709.87
MediaMarkt;greece;EURO;1109.0;222.0;40.0;wed;65127.24
MediaMarkt;spain;EURO;487.0;100.0;49.0;mon;55865.29
Saturn;germany;EURO;1091.0;17.0;22.0;wed;59217.34
MediaMarkt;italy;EURO;565.0;509.0;6.0;thu;61077.55
MediaMarkt;germany;EURO;1308.0;14.0;33.0;fri;66124.17
MediaMarkt;italy;EURO;1549.0;598.0;23.0;wed;58392.28
MediaMarkt;germany;EURO;332.0;79.0;21.0;tue;45670.53
Saturn;greece;EURO;1895.0;298.0;22.0;fri;60717.94
MediaMarkt;spain;EURO;1654.0;100.0;44.0;fri;58676.57
MediaMarkt;switzerland;CHF;2011.0;421.0;32.0;sat;72859.23
MediaMarkt;austria;EURO;0.0;334.0;47.0;sun;0.0
MediaMarkt;germany;EURO;938.0;74.0;16.0;wed;54527.43
MediaMarkt;spain;EURO;462.0;100.0;42.0;tue;52198.45
Saturn;greece;EURO;2282.0;251.0;5.0;sat;72475.98
MediaMarkt;netherlands;EURO;1548.0;652.0;43.0;wed;70681.31
MediaMarkt;germany;EURO;2357.0;56.0;32.0;fri;63741.71
Saturn;germany;EURO;527.0;81.0;49.0;tue;59492.37
MediaMarkt;italy;EURO;1804.0;598.0;9.0;fri;61053.3
MediaMarkt;netherlands;EURO;1324.0;608.0;18.0;wed;60477.13
MediaMarkt;italy;EURO;482.0;598.0;10.0;thu;53314.25
MediaMarkt;netherlands;EURO;0.0;694.0;8.0;sun;0.0
Saturn;germany;EURO;1580.0;17.0;28.0;fri;60620.4
MediaMarkt;italy;EURO;2124.0;598.0;17.0;fri;48109.88
MediaMarkt;germany;EURO;588.0;79.0;38.0;tue;49286.24
MediaMarkt;switzerland;CHF;1417.0;477.0;6.0;fri;56164.93
Saturn;austria;EURO;1401.0;301.0;46.0;fri;61529.1
MediaMarkt;greece;EURO;0.0;255.0;33.0;sun;0.0
MediaMarkt;austria;EURO;327.0;342.0;26.0;thu;56971.47
Saturn;austria;EURO;256.0;333.0;5.0;mon;48175.48
MediaMarkt;spain;EURO;249.0;106.0;43.0;mon;55141.06
Saturn;greece;EURO;415.0;251.0;8.0;tue;49541.97
Saturn;italy;EURO;524.0;582.0;33.0;tue;48453.2
